Adawaty Master Tools Database v1.0
Part 1 — PDF Tools (001–100)

Category: PDF


| #   | English               | Arabic                | Slug                  |
| 164 | Snapchat Filter Size     | مقاسات Snapchat     | snapchat-image    |
| 165 | WhatsApp Sticker Maker   | ملصقات واتساب       | whatsapp-sticker  |
| 166 | WhatsApp DP Maker        | صورة واتساب         | whatsapp-dp       |
| 167 | Telegram Sticker Creator | ملصقات تيليجرام     | telegram-sticker  |
| 168 | Discord Avatar           | صورة Discord        | discord-avatar    |
| 169 | Discord Banner           | بانر Discord        | discord-banner    |
| 170 | Twitch Banner            | بانر Twitch         | twitch-banner     |

🧩 Collage & Layout

| #   | English                 | العربية      | Slug           |
| --- | ----------------------- | ------------ | -------------- |
| 171 | Photo Collage           | كولاج صور    | photo-collage  |
| 172 | Grid Maker              | شبكة صور     | grid-maker     |
| 173 | Contact Sheet           | ورقة مصغرات  | contact-sheet  |
| 174 | Photo Strip             | شريط صور     | photo-strip    |
| 175 | Before After Compare    | قبل وبعد     | before-after   |
| 176 | Image Comparison Slider | مقارنة الصور | image-slider   |
| 177 | Image Overlay           | دمج صورتين   | overlay-images |
| 178 | Blend Images            | مزج الصور    | blend-images   |
| 179 | Image Mosaic            | فسيفساء صور  | image-mosaic   |
| 180 | Photo Wall              | حائط صور     | photo-wall     |

🔍 Analysis

| #   | English                 | العربية               | Slug                 |
| --- | ----------------------- | --------------------- | -------------------- |
| 181 | Histogram Viewer        | عرض Histogram         | histogram            |
| 182 | Color Palette Extractor | استخراج لوحة الألوان  | color-palette        |
| 183 | Dominant Color Finder   | استخراج اللون الأساسي | dominant-color       |
| 184 | Average Color           | متوسط اللون           | average-color        |
| 185 | Image Size Analyzer     | تحليل الأبعاد         | image-size           |
| 186 | Compression Analyzer    | تحليل الضغط           | compression-analysis |
| 187 | Sharpness Detector      | تحليل الحدة           | sharpness-detector   |
| 188 | Blur Detector           | كشف الضبابية          | blur-detector        |
| 189 | Noise Detector          | كشف التشويش           | noise-detector       |
| 190 | Duplicate Image Finder  | كشف الصور المكررة     | duplicate-images     |

🛠️ Utilities

| #   | English                 | العربية             | Slug                   |
| --- | ----------------------- | ------------------- | ---------------------- |
| 191 | Batch Rename Images     | إعادة تسمية الصور   | batch-rename-images    |
| 192 | Batch Resize Images     | تغيير حجم جماعي     | batch-resize-images    |
| 193 | Batch Convert Images    | تحويل جماعي         | batch-convert-images   |
| 194 | Batch Compress Images   | ضغط جماعي           | batch-compress-images  |
| 195 | Batch Rotate Images     | تدوير جماعي         | batch-rotate-images    |
| 196 | Batch Watermark Images  | علامة مائية جماعية  | batch-watermark-images |
| 197 | Batch Remove Background | إزالة خلفية جماعية  | batch-remove-bg        |
| 198 | Image File Validator    | التحقق من الصور     | image-validator        |
| 199 | Repair Corrupted Image  | إصلاح الصور التالفة | repair-image           |
| 200 | Image Toolkit           | مجموعة أدوات الصور  | image-toolkit          |


Adawaty Master Tools Database v1.0
Part 5 — Video Tools (001–100)

Category: Video

Video Conversion

| #   | English             | العربية        | Slug                |
| --- | ------------------- | -------------- | ------------------- |
| 001 | Video Converter     | محول الفيديو   | video-converter     |
| 002 | MP4 to AVI          | MP4 إلى AVI    | mp4-to-avi          |
| 003 | AVI to MP4          | AVI إلى MP4    | avi-to-mp4          |
| 004 | MP4 to MOV          | MP4 إلى MOV    | mp4-to-mov          |
| 005 | MOV to MP4          | MOV إلى MP4    | mov-to-mp4          |
| 006 | MP4 to MKV          | MP4 إلى MKV    | mp4-to-mkv          |
| 007 | MKV to MP4          | MKV إلى MP4    | mkv-to-mp4          |
| 008 | MP4 to WEBM         | MP4 إلى WEBM   | mp4-to-webm         |
| 009 | WEBM to MP4         | WEBM إلى MP4   | webm-to-mp4         |
| 010 | MP4 to FLV          | MP4 إلى FLV    | mp4-to-flv          |
| 011 | FLV to MP4          | FLV إلى MP4    | flv-to-mp4          |
| 012 | MP4 to WMV          | MP4 إلى WMV    | mp4-to-wmv          |
| 013 | WMV to MP4          | WMV إلى MP4    | wmv-to-mp4          |
| 014 | MP4 to MPEG         | MP4 إلى MPEG   | mp4-to-mpeg         |
| 015 | MPEG to MP4         | MPEG إلى MP4   | mpeg-to-mp4         |
| 016 | MP4 to GIF          | MP4 إلى GIF    | mp4-to-gif          |
| 017 | GIF to MP4          | GIF إلى MP4    | gif-to-mp4          |
| 018 | Video to MP3        | فيديو إلى MP3  | video-to-mp3        |
| 019 | Video to WAV        | فيديو إلى WAV  | video-to-wav        |
| 020 | Any Video Converter | تحويل أي فيديو | any-video-converter |



Video Compression

| #   | English               | العربية        | Slug                 |
| --- | --------------------- | -------------- | -------------------- |
| 021 | Compress Video        | ضغط الفيديو    | compress-video       |
| 022 | Lossless Compression  | ضغط بدون فقدان | lossless-video       |
| 023 | Smart Compression     | ضغط ذكي        | smart-compress-video |
| 024 | Compress to 8MB       | ضغط إلى 8MB    | compress-8mb         |
| 025 | Compress to 25MB      | ضغط إلى 25MB   | compress-25mb        |
| 026 | Compress to 50MB      | ضغط إلى 50MB   | compress-50mb        |
| 027 | Compress for WhatsApp | ضغط لواتساب    | whatsapp-video       |
| 028 | Compress for Telegram | ضغط لتيليجرام  | telegram-video       |
| 029 | Compress for Discord  | ضغط لديسكورد   | discord-video        |
| 030 | Compress for Email    | ضغط للإيميل    | email-video          |


✂ Editing

| #   | English         | العربية            | Slug                  |
| --- | --------------- | ------------------ | --------------------- |
| 031 | Trim Video      | قص الفيديو         | trim-video            |
| 032 | Split Video     | تقسيم الفيديو      | split-video           |
| 033 | Merge Videos    | دمج الفيديوهات     | merge-video           |
| 034 | Cut Video       | قطع جزء من الفيديو | cut-video             |
| 035 | Crop Video      | قص إطار الفيديو    | crop-video            |
| 036 | Rotate Video    | تدوير الفيديو      | rotate-video          |
| 037 | Flip Horizontal | قلب أفقي           | flip-video-horizontal |
| 038 | Flip Vertical   | قلب رأسي           | flip-video-vertical   |
| 039 | Reverse Video   | عكس الفيديو        | reverse-video         |
| 040 | Loop Video      | تكرار الفيديو      | loop-video            |


⚡ Speed

| #   | English                | العربية         | Slug            |
| --- | ---------------------- | --------------- | --------------- |
| 041 | Speed Up Video         | تسريع الفيديو   | speed-up-video  |
| 042 | Slow Motion            | إبطاء الفيديو   | slow-motion     |
| 043 | Custom Speed           | سرعة مخصصة      | custom-speed    |
| 044 | Boomerang Video        | فيديو Boomerang | boomerang-video |
| 045 | Frame Rate Converter   | تحويل FPS       | fps-converter   |
| 046 | 24 FPS Converter       | 24 FPS          | 24fps           |
| 047 | 30 FPS Converter       | 30 FPS          | 30fps           |
| 048 | 60 FPS Converter       | 60 FPS          | 60fps           |
